PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
534451130,747.0,79900.0,30,RL,52.0,5825.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747.0,0.0,0.0,0,0,1,0,1,1,TA,5,Typ,0,No Fireplace,Detchd,Unf,2,528.0,TA,TA,Y,0.0,0.0,32.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2006,WD ,Normal
902206220,1633.0,129000.0,50,RM,69.0,11851.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,Ex,Y,SBrkr,1027.0,606.0,0.0,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,240.0,TA,TA,Y,0.0,100.0,126.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2010,WD ,Normal
527164020,1190.0,166000.0,20,RL,58.0,7250.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1181.0,1181.0,GasA,Ex,Y,SBrkr,1190.0,0.0,0.0,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,430.0,TA,TA,Y,0.0,21.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,11,2009,WD ,Normal
527107130,1628.0,189000.0,80,RL,60.0,8400.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,0.0,100.0,384.0,GasA,Gd,Y,SBrkr,958.0,670.0,0.0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,390.0,TA,TA,Y,48.0,72.0,0.0,0.0,0.0,0.0,No Pool,No Fence,Shed,490.0,6,2009,WD ,Normal
923225200,1475.0,129500.0,160,RM,41.0,2665.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,318.0,Unf,0.0,232.0,550.0,GasA,TA,Y,SBrkr,925.0,550.0,0.0,0,0,2,0,4,1,TA,6,Typ,1,TA,Attchd,Unf,1,336.0,TA,TA,Y,92.0,26.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2008,WD ,Normal
909251030,1422.0,136500.0,30,RL,54.0,7223.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,TA,Y,SBrkr,1422.0,0.0,0.0,0,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,Unf,1,352.0,TA,TA,Y,0.0,0.0,64.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,4,2007,WD ,Normal
907194130,1776.0,192500.0,60,RL,65.0,14006.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,Ex,Y,SBrkr,936.0,840.0,0.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,474.0,TA,TA,Y,144.0,96.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,2,2006,WD ,Normal
907250070,1611.0,250000.0,20,RL,90.0,11664.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611.0,0.0,0.0,1,0,2,0,3,1,Gd,6,Typ,0,No Fireplace,Attchd,RFn,3,1231.0,TA,TA,Y,262.0,93.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,9,2009,WD ,Normal
903454080,1376.0,119500.0,50,RM,50.0,8600.0,Pave,No Alley,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780.0,596.0,0.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,198.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2006,WD ,Normal
534250335,1670.0,170000.0,60,RL,0.0,13355.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,583.0,Unf,0.0,242.0,825.0,GasA,TA,Y,SBrkr,845.0,825.0,0.0,0,0,1,1,4,1,TA,7,Typ,0,No Fireplace,Attchd,Fin,2,464.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2008,WD ,Normal
528108130,2020.0,404000.0,20,RL,95.0,12350.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,0.0,788.0,2020.0,GasA,Ex,Y,SBrkr,2020.0,0.0,0.0,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3,896.0,TA,TA,Y,192.0,98.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2009,WD ,Normal
923230010,1432.0,157000.0,60,RL,68.0,8286.0,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,531.0,Unf,0.0,185.0,716.0,GasA,Ex,Y,SBrkr,716.0,716.0,0.0,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2,531.0,TA,TA,Y,0.0,136.0,0.0,0.0,240.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,6,2007,WD ,Normal
909281030,1091.0,104000.0,20,RL,79.0,7801.0,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,591.0,1091.0,GasA,Fa,N,FuseA,1091.0,0.0,0.0,0,1,1,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,1,344.0,TA,TA,Y,66.0,105.0,0.0,0.0,221.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,5,2008,WD ,Normal
527451320,1302.0,112000.0,160,RM,21.0,1680.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,SBrkr,630.0,672.0,0.0,0,0,2,1,3,1,TA,6,Typ,0,No Fireplace,Detchd,Unf,1,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2009,COD,Abnorml
535303110,1062.0,131000.0,20,RL,53.0,8128.0,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062.0,0.0,0.0,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,Unf,1,297.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,2,2009,WD ,Normal
528456200,1278.0,198600.0,20,FV,72.0,8640.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1254.0,1278.0,GasA,Ex,Y,SBrkr,1278.0,0.0,0.0,0,0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,RFn,2,584.0,TA,TA,Y,0.0,60.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,10,2006,New,Partial
528120010,2152.0,260116.0,60,RL,134.0,16659.0,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,1582.0,GasA,Ex,Y,SBrkr,1582.0,570.0,0.0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,728.0,TA,TA,Y,0.0,368.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,New,Partial
902207170,792.0,99500.0,30,RM,60.0,8520.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,TA,Y,SBrkr,792.0,0.0,0.0,0,0,1,0,2,1,TA,5,Typ,0,No Fireplace,Detchd,Unf,1,287.0,TA,TA,Y,0.0,0.0,81.0,0.0,0.0,0.0,No Pool,GdWo,No Misc Feature,0.0,2,2009,WD ,Normal
923204140,1632.0,143000.0,90,RL,100.0,25000.0,Pave,No Alley,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1632.0,1632.0,GasA,TA,Y,SBrkr,1632.0,0.0,0.0,0,0,2,0,4,2,TA,8,Typ,0,No Fireplace,Attchd,Unf,2,576.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,WD ,Normal
906223080,1879.0,239900.0,60,RL,85.0,10560.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474.0,Unf,0.0,605.0,1079.0,GasA,Ex,Y,SBrkr,1079.0,800.0,0.0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,473.0,TA,TA,Y,400.0,100.0,144.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,8,2009,WD ,Normal
532378050,1024.0,120875.0,20,RL,0.0,13052.0,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,712.0,Unf,0.0,312.0,1024.0,GasA,TA,Y,SBrkr,1024.0,0.0,0.0,0,0,1,1,3,1,TA,5,Typ,0,No Fireplace,Attchd,Unf,1,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,1,2006,WD ,Normal
906204140,1982.0,228500.0,60,RL,82.0,11287.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421.0,Unf,0.0,386.0,807.0,GasA,Gd,Y,SBrkr,1175.0,807.0,0.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,575.0,TA,TA,Y,0.0,84.0,0.0,196.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,1,2007,WD ,Normal
923202137,1092.0,146000.0,20,RL,77.0,9278.0,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1092.0,0.0,0.0,0,0,1,0,2,1,TA,5,Typ,0,No Fireplace,No Garage,No Garage,0,0.0,No Garage,No Garage,Y,0.0,52.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,2,2008,WD ,Abnorml
907280040,2098.0,240000.0,60,RL,75.0,9375.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Ex,Y,SBrkr,1044.0,1054.0,0.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,621.0,TA,TA,Y,331.0,38.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,4,2010,WD ,Normal
528170070,2046.0,284000.0,60,RL,85.0,10625.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,998.0,GasA,Ex,Y,SBrkr,1006.0,1040.0,0.0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,RFn,3,871.0,TA,TA,Y,320.0,62.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,8,2008,WD ,Normal
909451020,1032.0,116500.0,160,RM,24.0,1879.0,Pave,No Alley,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,516.0,GasA,TA,Y,SBrkr,516.0,516.0,0.0,0,0,1,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2,462.0,TA,TA,Y,213.0,0.0,0.0,0.0,0.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,12,2008,WD ,Normal
902300260,1450.0,132000.0,75,RM,53.0,5350.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,116.0,Unf,0.0,508.0,624.0,GasA,Ex,Y,SBrkr,730.0,720.0,0.0,0,0,1,0,3,1,TA,7,Typ,0,No Fireplace,Detchd,Unf,1,288.0,TA,TA,Y,0.0,192.0,0.0,0.0,0.0,0.0,No Pool,MnPrv,No Misc Feature,0.0,3,2008,WD ,Normal
911226010,894.0,81000.0,30,C (all),120.0,18000.0,Grvl,No Alley,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,0,0,1,0,2,1,TA,6,Typ,0,No Fireplace,Detchd,RFn,3,1248.0,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0.0,No Pool,No Fence,Shed,560.0,8,2008,ConLD,Normal
535375160,1159.0,114000.0,50,RL,45.0,7506.0,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747.0,412.0,0.0,0,0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,Unf,1,288.0,Fa,TA,N,84.0,0.0,96.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2008,WD ,Normal
527405160,864.0,120500.0,20,RL,60.0,6960.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0.0,0,0,1,0,3,1,Gd,5,Typ,0,No Fireplace,Detchd,Unf,2,660.0,TA,TA,Y,96.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,Shed,500.0,11,2009,WD ,Normal
534200030,864.0,130000.0,20,RL,62.0,7130.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,648.0,Unf,0.0,216.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0.0,0,1,1,0,2,1,TA,5,Typ,0,No Fireplace,Attchd,Fin,1,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,6,2009,WD ,Normal
528186110,1666.0,310090.0,120,RL,48.0,6373.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,0.0,1251.0,1666.0,GasA,Ex,Y,SBrkr,1666.0,0.0,0.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,575.0,TA,TA,Y,228.0,75.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2006,New,Partial
527450110,987.0,103400.0,160,RM,21.0,1680.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,TA,TA,No,LwQ,458.0,Unf,0.0,25.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,0,1,1,1,2,1,TA,5,Typ,0,No Fireplace,Detchd,Unf,1,264.0,TA,TA,Y,52.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,2,2008,WD ,Normal
528292030,2312.0,245000.0,60,RL,0.0,15896.0,Pave,No Alley,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,Unf,0.0,264.0,1177.0,GasA,Ex,Y,SBrkr,1223.0,1089.0,0.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,3,658.0,TA,TA,Y,298.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,5,2009,WD ,Normal
535177020,1144.0,120000.0,20,RL,70.0,9100.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1144.0,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0.0,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,6,2007,WD ,Normal
535478110,1025.0,124000.0,190,RL,70.0,7000.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,0.0,72.0,1025.0,GasA,TA,Y,SBrkr,1025.0,0.0,0.0,1,0,1,0,3,1,TA,6,Typ,0,No Fireplace,No Garage,No Garage,0,0.0,No Garage,No Garage,Y,96.0,80.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,3,2006,WD ,Normal
528142070,2358.0,329900.0,60,RL,82.0,11643.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,Gd,TA,PConc,Ex,TA,Av,GLQ,880.0,Unf,0.0,644.0,1524.0,GasA,Ex,Y,SBrkr,1544.0,814.0,0.0,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,784.0,TA,TA,Y,120.0,34.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,8,2006,New,Partial
527276040,1488.0,133000.0,20,RL,0.0,47280.0,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1488.0,1488.0,GasA,Gd,Y,SBrkr,1488.0,0.0,0.0,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,738.0,TA,TA,Y,0.0,0.0,180.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,7,2008,WD ,Family
908127070,1179.0,110000.0,20,RL,80.0,8240.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1179.0,1179.0,GasA,Gd,Y,SBrkr,1179.0,0.0,0.0,0,0,1,0,2,1,TA,5,Min2,0,No Fireplace,Attchd,Fin,2,622.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,GdPrv,No Misc Feature,0.0,6,2007,WD ,Normal
908186090,1072.0,142500.0,180,RM,35.0,3675.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072.0,0.0,0.0,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,Basment,Fin,2,525.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,10,2006,New,Partial
916403290,1717.0,187500.0,50,RL,44.0,13758.0,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902.0,Unf,0.0,254.0,1156.0,GasA,Ex,Y,SBrkr,1187.0,530.0,0.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,400.0,TA,TA,Y,168.0,36.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,4,2007,WD ,Normal
528327070,2687.0,327000.0,60,RL,106.0,12720.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1173.0,Unf,0.0,282.0,1455.0,GasA,Ex,Y,SBrkr,1466.0,1221.0,0.0,1,0,2,1,4,1,Gd,10,Typ,2,TA,BuiltIn,RFn,3,810.0,TA,TA,Y,252.0,30.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,9,2009,WD ,Normal
535453040,1027.0,125900.0,20,RL,80.0,8000.0,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027.0,0.0,0.0,0,1,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,Unf,1,299.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,No Pool,No Fence,No Misc Feature,0.0,11,2008,WD ,Normal
