pid,gr_liv_area,sale_price,ms_sub_class,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,roof_style,exterior1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3_ssn_porch,screen_porch,pool_area,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,log_sale_price,near_rr,near_main_rd,near_pos,house_age_at_sale,construction_age_at_sale
535456050,1800,130000,90,RL,113.0,8513,NA,Reg,Lvl,Corner,Gtl,NAmes,Duplex,1Story,5,5,Gable,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,TA,0,SBrkr,1800,0,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,NA,NA,,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,0,11,2008,WD ,Abnorml,11.77528972943772,0,1,0,47,47
903429110,1944,179900,70,RM,68.0,9928,Grvl,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,7,8,Gable,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,Fa,1,SBrkr,1272,672,0,0.0,0.0,2,0,3,1,TA,8,Min2,0,NA,Detchd,1915.0,Unf,1.0,216.0,TA,TA,N,24,28,0,0,0,0,NA,Shed,400,6,2009,WD ,Normal,12.100156419938624,0,0,0,94,15
916455150,1922,282000,20,RL,80.0,11305,NA,Reg,Lvl,Inside,Gtl,Timber,1Fam,1Story,8,5,Hip,VinylSd,BrkFace,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1329.0,Unf,0.0,593.0,1922.0,Ex,1,SBrkr,1922,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Ex,Attchd,2002.0,Fin,3.0,692.0,TA,TA,Y,201,64,0,0,0,0,NA,NA,0,4,2007,WD ,Normal,12.54966234992025,0,0,0,5,5
909425180,1647,217500,20,RL,80.0,12984,NA,Reg,Bnk,Inside,Gtl,Crawfor,1Fam,1Story,5,6,Gable,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,LwQ,147.0,0.0,1430.0,Ex,1,SBrkr,1647,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2.0,621.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2006,WD ,Normal,12.289954129510877,0,0,0,29,29
528175050,1358,212500,120,RL,80.0,10307,NA,IR1,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,Gable,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,Unf,0.0,474.0,1350.0,Ex,1,SBrkr,1358,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,Y,192,26,0,0,0,0,NA,NA,0,5,2009,WD ,Normal,12.266697267346608,0,0,0,2,1
910205010,1656,126000,80,RM,75.0,6000,NA,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,SLvl,5,5,Hip,HdBoard,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,Unf,0.0,367.0,624.0,Ex,1,SBrkr,1092,564,0,0.0,0.0,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0,180,0,0,100,0,MnPrv,NA,0,7,2008,WD ,Normal,11.744037185933616,0,0,0,41,41
533206020,3005,280750,160,FV,32.0,2880,Pave,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,7,5,Gable,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,Ex,1,SBrkr,1376,1629,0,0.0,0.0,2,1,3,1,Gd,9,Mod,1,TA,BuiltIn,2004.0,Fin,3.0,704.0,TA,TA,Y,0,177,0,0,0,0,NA,NA,0,7,2009,WD ,Normal,12.54521987260069,0,0,0,5,4
902427040,1248,87000,50,RM,52.0,9439,NA,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,5,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,324.0,Unf,0.0,588.0,912.0,Gd,1,FuseA,912,336,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1957.0,Unf,1.0,160.0,Fa,Fa,Y,0,0,192,0,0,0,NA,NA,0,3,2007,WD ,Normal,11.37366339763672,0,0,0,77,57
528427020,1468,244600,20,RL,74.0,9612,NA,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,Gable,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,Ex,1,SBrkr,1468,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3.0,898.0,TA,TA,Y,210,150,0,0,0,0,NA,NA,0,12,2009,New,Partial,12.407379502235209,0,1,0,1,0
528458070,1547,215200,60,FV,72.0,8640,NA,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,Ex,1,SBrkr,764,783,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,169,45,0,0,0,0,NA,NA,0,6,2010,Con,Normal,12.279323107269766,0,0,0,1,1
903401030,1716,162500,50,RL,60.0,9144,Pave,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,4,Gable,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,810.0,810.0,Ex,1,SBrkr,1170,546,0,0.0,0.0,2,0,4,1,Gd,8,Typ,0,NA,Detchd,1970.0,Unf,2.0,672.0,TA,TA,Y,0,195,0,0,0,0,NA,NA,0,3,2008,WD ,Normal,11.998433280751929,0,0,0,93,4
909275040,1603,138000,70,RL,80.0,9650,NA,IR1,HLS,Corner,Gtl,Crawfor,1Fam,2Story,6,3,Hip,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,TA,1,SBrkr,819,784,0,0.0,0.0,1,0,4,1,TA,7,Typ,1,Gd,Attchd,1980.0,Unf,2.0,599.0,TA,TA,Y,0,217,0,0,0,0,NA,NA,0,6,2008,WD ,Normal,11.83500896413934,0,0,0,85,58
527163130,1516,181316,60,RL,65.0,8803,NA,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,Gable,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,600.0,Unf,0.0,107.0,707.0,Gd,1,SBrkr,707,809,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,409.0,TA,TA,Y,0,46,0,0,0,0,NA,NA,0,7,2009,WD ,Normal,12.10799664436583,0,0,0,15,14
905200350,1138,148000,80,RL,88.0,15312,NA,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,SLvl,6,5,Hip,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,Ex,1,SBrkr,1138,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1960.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,140,0,MnPrv,NA,0,3,2009,COD,Normal,11.904967552746252,0,0,0,49,49
528363050,2063,315000,20,RL,49.0,10750,NA,IR1,Lvl,CulDSac,Gtl,NoRidge,1Fam,1Story,8,5,Hip,Wd Sdng,BrkFace,634.0,Gd,TA,PConc,Gd,TA,Av,BLQ,236.0,GLQ,1526.0,262.0,2024.0,Ex,1,SBrkr,2063,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,1994.0,Fin,3.0,815.0,TA,TA,Y,182,56,0,0,0,0,NA,NA,0,6,2009,WD ,Normal,12.66032791780777,0,0,0,15,14
903233140,854,132000,45,RM,51.0,6120,NA,Reg,Lvl,Corner,Gtl,BrkSide,1Fam,1.5Unf,7,8,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,Ex,1,FuseA,854,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1991.0,Unf,2.0,576.0,TA,TA,Y,48,112,0,0,0,0,GdPrv,NA,0,7,2007,WD ,Normal,11.790557201568507,0,0,0,78,6
905107070,1400,149500,60,RL,74.0,7844,NA,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,2Story,6,7,Hip,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,TA,1,SBrkr,672,728,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2006,WD ,Normal,11.915051671812876,0,0,0,28,28
528240020,1720,183500,60,RL,62.0,8244,NA,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,Ex,1,SBrkr,840,880,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,440.0,TA,TA,Y,100,48,0,0,0,0,NA,NA,0,5,2007,WD ,Normal,12.11996994647676,0,0,0,3,3
906225180,1440,224500,90,RL,73.0,9069,NA,Reg,Lvl,Inside,Gtl,SawyerW,Duplex,SFoyer,6,8,Gable,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344.0,Gd,1,SBrkr,1440,0,0,2.0,0.0,2,0,2,2,Gd,8,Typ,0,NA,Attchd,1993.0,Unf,4.0,920.0,TA,TA,Y,288,0,0,0,0,0,NA,NA,0,4,2006,WD ,Normal,12.321630986164449,0,0,0,13,13
528114010,1868,415000,20,RL,120.0,14780,NA,IR1,HLS,Corner,Mod,NridgHt,1Fam,1Story,9,5,Hip,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,Ex,1,SBrkr,1868,0,0,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,1085.0,TA,TA,Y,354,56,0,0,156,0,NA,NA,0,6,2006,WD ,Normal,12.936033799212836,0,0,0,1,1
907126030,990,155000,20,RL,65.0,9750,NA,Reg,Low,Inside,Mod,CollgCr,1Fam,1Story,5,7,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0.0,268.0,990.0,Ex,1,SBrkr,990,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1997.0,Unf,2.0,528.0,TA,TA,Y,168,0,0,0,0,0,NA,NA,0,8,2008,WD ,Normal,11.951180395901384,0,0,0,14,14
904100160,1271,135000,50,RL,115.0,21286,NA,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1.5Fin,5,5,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,TA,1,SBrkr,720,551,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,TA,Y,0,0,108,0,0,0,NA,NA,0,8,2008,WD ,Normal,11.813030057420567,0,0,0,60,58
909254130,1646,164000,75,RL,53.0,7128,NA,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,2.5Unf,7,5,Gable,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364.0,Unf,0.0,554.0,918.0,Gd,1,SBrkr,918,728,0,0.0,0.0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,126,0,MnPrv,NA,0,8,2007,WD ,Normal,12.007621706806336,0,0,0,66,57
535403030,952,128500,20,RL,66.0,8300,NA,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,Gable,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,TA,Mn,Rec,952.0,Unf,0.0,0.0,952.0,Gd,1,SBrkr,952,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1968.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,8,2007,WD ,Normal,11.763684183317412,0,0,0,39,39
907412010,1720,196500,60,RL,89.0,11645,NA,IR1,Lvl,Corner,Gtl,CollgCr,1Fam,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,Ex,1,SBrkr,860,860,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,NA,NA,0,8,2006,WD ,Normal,12.188417710291452,0,0,0,2,2
903228080,1218,131000,50,RM,60.0,6000,NA,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,6,Gable,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,ALQ,375.0,Unf,0.0,360.0,735.0,Ex,1,SBrkr,869,349,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,2003.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2007,WD ,Normal,11.782952602183288,0,0,0,66,57
531452100,1217,151000,120,RL,50.0,7175,NA,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,Gable,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,278.0,Unf,0.0,939.0,1217.0,Gd,1,SBrkr,1217,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1991.0,RFn,2.0,484.0,TA,TA,Y,0,64,0,0,0,0,NA,NA,0,6,2006,WD ,Normal,11.925035115797062,0,0,0,15,15
526302030,1293,149900,20,RL,65.0,11027,NA,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,Hip,Wd Sdng,Stone,28.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Rec,539.0,171.0,1178.0,Gd,1,SBrkr,1293,0,0,1.0,0.0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1954.0,RFn,2.0,452.0,TA,TA,Y,280,0,0,0,0,0,NA,NA,0,5,2006,WD ,Normal,11.917723684090689,0,0,0,52,52
902106090,1428,139900,70,RM,58.0,6451,Grvl,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,7,7,Gable,AsbShng,None,0.0,TA,TA,Stone,TA,TA,No,Rec,208.0,Unf,0.0,504.0,712.0,Gd,1,SBrkr,848,580,0,1.0,0.0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1985.0,Fin,2.0,576.0,TA,TA,Y,264,0,84,0,0,0,NA,NA,0,5,2006,WD ,Normal,11.848683160653572,0,0,0,106,36
527161090,1714,180000,60,RL,65.0,8637,NA,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,871.0,Unf,0.0,52.0,923.0,Gd,1,SBrkr,947,767,0,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,451.0,TA,TA,Y,256,48,0,0,0,0,NA,NA,0,4,2007,WD ,Abnorml,12.100712129872347,0,0,0,8,7
532353120,894,120750,20,RL,64.0,6285,NA,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Gable,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,Rec,351.0,405.0,894.0,TA,1,SBrkr,894,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1979.0,Unf,1.0,308.0,TA,TA,Y,192,0,0,0,0,0,NA,NA,0,3,2007,WD ,Normal,11.701477571514818,0,0,0,30,30
535453070,1246,154000,20,RL,75.0,7500,NA,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,Hip,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,Ex,1,SBrkr,1246,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,1959.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,GdPrv,NA,0,5,2010,WD ,Normal,11.944707881395766,0,0,0,51,16
534252110,1422,139900,20,RL,65.0,12342,NA,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,Hip,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,TA,1,SBrkr,1422,0,0,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,0,0,GdWo,Shed,600,8,2007,WD ,Normal,11.848683160653572,0,0,0,47,29
535327230,1764,100000,20,RL,71.0,8838,NA,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,3,Gable,MetalSd,None,0.0,TA,TA,BrkTil,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Gd,1,SBrkr,1764,0,0,0.0,0.0,2,1,4,1,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,1.0,301.0,TA,TA,Y,0,72,0,0,0,0,NA,NA,0,10,2008,WD ,Normal,11.512925464970229,0,0,0,51,26
905425125,2358,240000,50,RL,75.0,45600,NA,IR2,Bnk,Inside,Gtl,ClearCr,1Fam,1.5Fin,6,8,Gable,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,907.0,907.0,TA,1,SBrkr,1307,1051,0,0.0,0.0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2.0,360.0,Fa,TA,Y,486,40,0,0,175,0,NA,NA,0,9,2008,WD ,Normal,12.388394202324127,0,0,0,100,11
908103280,1127,135000,20,RL,65.0,6500,NA,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,6,6,Hip,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,Ex,No,BLQ,1033.0,Unf,0.0,94.0,1127.0,TA,1,SBrkr,1127,0,0,0.0,1.0,1,1,3,1,TA,6,Typ,1,Po,Detchd,1991.0,Unf,2.0,480.0,TA,TA,Y,0,0,138,0,0,0,NA,NA,0,5,2008,WD ,Normal,11.813030057420567,0,0,0,32,32
528221060,1484,174000,60,RL,149.0,12589,NA,IR2,Lvl,Inside,Gtl,Gilbert,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,Ex,1,SBrkr,742,742,0,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,36,24,0,0,0,0,NA,NA,0,6,2009,WD ,Normal,12.066810578196666,0,0,0,4,4
921128020,2018,378500,20,RL,89.0,13214,NA,IR1,HLS,Inside,Gtl,Timber,1Fam,1Story,9,5,Hip,Stucco,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002.0,2002.0,Ex,1,SBrkr,2018,0,0,0.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,0,0,NA,NA,0,5,2010,WD ,Normal,12.84397135185964,0,0,0,2,1
528174040,1362,207000,120,RL,41.0,6289,NA,IR1,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,6,5,Gable,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,Ex,1,SBrkr,1362,0,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,NA,NA,0,6,2007,WD ,Normal,12.240474072247506,0,0,0,2,1
909256010,1465,131000,50,RL,84.0,10164,NA,Reg,Bnk,Inside,Gtl,SWISU,1Fam,1.5Fin,5,5,Gable,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Av,LwQ,646.0,Unf,0.0,346.0,992.0,Fa,1,SBrkr,992,473,0,0.0,0.0,2,0,3,1,TA,6,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,126,0,0,0,0,NA,NA,0,7,2006,WD ,Normal,11.782952602183288,0,0,0,67,56
533212060,1236,152000,160,FV,24.0,2544,Pave,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,6,5,Gable,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,0.0,224.0,600.0,Ex,1,SBrkr,600,636,0,1.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,NA,NA,0,5,2010,WD ,Normal,11.931635799828411,0,0,0,5,5
908204180,1152,61500,90,RL,74.0,6882,NA,Reg,Lvl,Corner,Gtl,Edwards,Duplex,1Story,4,3,Gable,AsbShng,BrkCmn,128.0,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,0,SBrkr,1152,0,0,0.0,0.0,2,0,2,2,Fa,6,Typ,0,NA,NA,,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,0,9,2007,WD ,Normal,11.02679245379461,0,0,0,52,52
533223100,1080,147110,160,FV,60.0,2403,NA,IR1,Lvl,FR2,Gtl,Somerst,TwnhsE,2Story,7,5,Gable,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,0.0,286.0,530.0,Ex,1,SBrkr,530,550,0,0.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,0,0,0,NA,NA,0,6,2010,WD ,Normal,11.898935885244258,0,0,0,7,7
909176180,1551,137000,50,RL,60.0,10890,NA,Reg,Lvl,Inside,Gtl,SWISU,1Fam,1.5Fin,5,5,Gable,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,1058.0,TA,1,SBrkr,1058,493,0,1.0,0.0,2,0,3,1,Fa,6,Typ,0,NA,Detchd,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,0,0,MnPrv,NA,0,7,2006,WD ,Normal,11.827736204810265,0,0,0,68,56
903475040,1382,128500,50,RM,65.0,12358,NA,IR1,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,Gable,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,0.0,360.0,720.0,TA,1,SBrkr,854,0,528,0.0,0.0,1,1,2,1,TA,7,Typ,0,NA,Detchd,1991.0,Unf,2.0,660.0,TA,TA,Y,237,0,0,0,0,0,NA,NA,0,5,2007,WD ,Normal,11.763684183317412,0,1,0,66,57
535426195,1600,207500,20,RL,47.0,16321,NA,IR1,Lvl,CulDSac,Gtl,NAmes,1Fam,1Story,5,6,Gable,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,Unf,0.0,207.0,1484.0,TA,1,SBrkr,1600,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,319.0,TA,TA,Y,288,258,0,0,0,0,NA,NA,0,12,2006,WD ,Normal,12.24288661865289,0,0,0,49,9
905103040,1683,172500,60,RL,70.0,11184,NA,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,2Story,6,5,Hip,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,Rec,500.0,192.0,918.0,Gd,1,SBrkr,918,765,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,440.0,TA,TA,Y,243,0,0,0,0,0,NA,NA,0,7,2009,WD ,Normal,12.058152515453552,0,0,0,31,31
528110100,2643,380000,60,RL,105.0,13693,NA,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,5,Hip,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,2153.0,Ex,1,SBrkr,2069,574,0,0.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,694.0,TA,TA,Y,414,84,0,0,0,0,NA,NA,0,3,2007,WD ,Normal,12.84792653170257,0,0,0,1,1
534431030,1043,137000,20,RL,68.0,9724,NA,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,Hip,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,Ex,1,SBrkr,1043,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1947.0,Unf,1.0,273.0,TA,TA,Y,125,48,0,0,0,0,GdWo,NA,0,5,2006,WD ,Normal,11.827736204810265,0,0,0,59,56
905300010,810,130000,85,RL,72.0,10820,NA,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,SFoyer,5,7,Gable,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,Rec,159.0,88.0,782.0,Ex,1,SBrkr,810,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,MnPrv,NA,0,6,2006,WD ,Normal,11.77528972943772,0,1,0,35,34
914474070,1961,215000,60,RL,71.0,12209,NA,IR1,Lvl,CulDSac,Gtl,Mitchel,1Fam,2Story,6,5,Gable,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,0.0,114.0,804.0,Ex,1,SBrkr,804,1157,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2.0,560.0,TA,TA,Y,125,192,0,0,0,0,NA,NA,0,6,2009,WD ,Normal,12.2783933071098,0,0,0,8,7
534428100,1118,153000,20,RL,80.0,11332,NA,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,7,Gable,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,0.0,590.0,1118.0,Ex,1,SBrkr,1118,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,1960.0,RFn,1.0,264.0,TA,TA,Y,290,0,0,0,0,0,MnPrv,NA,0,8,2008,WD ,Normal,11.938193200374572,0,0,0,48,8
