pid,gr_liv_area,sale_price,lot_frontage,lot_area,lot_shape,land_slope,overall_qual,overall_cond,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3_ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,log_sale_price,near_rr,near_main_rd,near_pos,house_age_at_sale,construction_age_at_sale,land_contour_bnk,land_contour_hls,land_contour_low,alley_grvl,alley_pave,lot_config_corner,lot_config_culdsac,lot_config_fr2,lot_config_fr3,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5fin,house_style_1.5unf,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,roof_style_flat,roof_style_gambrel,roof_style_hip,roof_style_mansard,roof_style_shed,exterior1st_asbshng,exterior1st_asphshn,exterior1st_brkcomm,exterior1st_brkface,exterior1st_cblock,exterior1st_cemntbd,exterior1st_hdboard,exterior1st_imstucc,exterior1st_metalsd,exterior1st_plywood,exterior1st_precast,exterior1st_stucco,exterior1st_wd sdng,exterior1st_wdshing,mas_vnr_type_brkcmn,mas_vnr_type_brkface,mas_vnr_type_stone,foundation_brktil,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,garage_type_2types,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,garage_type_na,misc_feature_gar2,misc_feature_othr,misc_feature_shed,misc_feature_tenc,sale_type_cod,sale_type_cwd,sale_type_con,sale_type_conld,sale_type_conli,sale_type_conlw,sale_type_new,sale_type_oth,sale_type_vwd,sale_condition_abnorml,sale_condition_adjland,sale_condition_alloca,sale_condition_family,sale_condition_partial,ms_sub_class_120,ms_sub_class_150,ms_sub_class_160,ms_sub_class_180,ms_sub_class_190,ms_sub_class_30,ms_sub_class_40,ms_sub_class_45,ms_sub_class_50,ms_sub_class_60,ms_sub_class_70,ms_sub_class_75,ms_sub_class_80,ms_sub_class_85,ms_sub_class_90,ms_zoning_a (agr),ms_zoning_c (all),ms_zoning_fv,ms_zoning_i (all),ms_zoning_rh,ms_zoning_rm,yr_sold_2007,yr_sold_2008,yr_sold_2009,yr_sold_2010
907203040,894,149900,70.0,9800,4,3,5,7,0.0,3,3,3,3,1,5,894.0,1,0.0,0.0,894.0,3,1,4,894,0,0,1.0,0.0,1,0,3,1,3,5,7,0,0,1,2.0,552.0,3,3,3,256,0,0,0,0,0,2,0,7,11.917723684090689,0,0,0,34,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535450180,1192,135000,60.0,10800,4,3,4,4,0.0,3,3,3,3,1,1,0.0,1,0.0,720.0,720.0,3,0,3,720,472,0,0.0,0.0,1,1,4,1,3,6,7,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,12,11.813030057420567,0,0,0,57,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531382070,1844,257000,88.0,10994,3,3,8,5,366.0,4,3,4,4,1,6,976.0,1,0.0,868.0,1844.0,5,1,4,1844,0,0,1.0,0.0,2,0,2,1,4,7,7,1,4,3,2.0,620.0,3,3,3,165,44,0,0,0,0,0,0,9,12.456831363877356,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
527216080,2338,591587,52.0,51974,3,3,9,5,710.0,5,3,5,3,3,6,1101.0,1,0.0,1559.0,2660.0,5,1,4,2338,0,0,1.0,0.0,2,1,4,1,4,8,7,2,4,3,3.0,1110.0,4,3,3,0,135,0,0,322,0,0,0,6,13.290564035270378,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
906394050,1314,176432,78.0,9317,3,3,6,5,0.0,4,3,4,3,1,6,24.0,1,0.0,1290.0,1314.0,4,1,4,1314,0,0,0.0,0.0,2,0,3,1,4,6,7,1,4,2,2.0,440.0,3,3,3,0,22,0,0,0,0,0,0,3,12.08069081199846,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
527252070,1419,392000,60.0,8089,4,3,8,6,0.0,4,3,4,3,3,6,945.0,1,0.0,474.0,1419.0,5,1,4,1419,0,0,1.0,0.0,2,0,2,1,4,7,7,1,4,2,2.0,567.0,3,3,3,140,0,0,0,0,0,0,0,10,12.8790171187726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
534250010,1656,135000,87.0,9246,3,3,5,5,564.0,3,3,3,3,1,1,0.0,1,0.0,1656.0,1656.0,3,1,4,1656,0,0,0.0,0.0,2,0,4,2,3,8,7,0,0,1,2.0,506.0,3,3,3,0,211,0,0,0,0,0,0,11,11.813030057420567,0,1,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
904100090,1921,150000,120.0,11136,4,3,6,5,0.0,3,3,3,3,1,1,0.0,1,0.0,1921.0,1921.0,3,1,4,1921,0,0,0.0,0.0,2,0,4,2,3,8,7,0,0,1,2.0,576.0,3,3,3,0,180,0,0,0,0,0,0,7,11.918390573078392,0,1,0,42,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
905453040,1212,186000,83.0,10420,4,3,6,5,0.0,3,3,4,3,2,6,36.0,1,0.0,1176.0,1212.0,5,1,4,1212,0,0,0.0,0.0,2,0,3,1,4,6,7,0,0,2,2.0,460.0,3,3,3,100,22,0,0,0,0,0,0,3,12.133501952695338,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527326150,1602,215000,60.0,16635,3,3,6,7,126.0,4,3,4,3,1,5,1246.0,1,0.0,356.0,1602.0,4,1,4,1602,0,0,0.0,1.0,2,0,3,1,4,8,7,1,3,3,2.0,529.0,3,3,3,240,0,0,0,0,0,0,0,6,12.2783933071098,0,0,0,32,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
909101050,1250,116000,45.0,8248,4,3,5,7,0.0,3,3,3,3,1,1,0.0,1,0.0,686.0,686.0,4,1,4,686,564,0,0.0,1.0,1,1,3,1,2,7,7,0,0,1,1.0,280.0,3,3,2,207,0,96,0,0,0,0,0,7,11.661345470088502,0,0,0,88,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923203140,1189,160500,32.0,4500,4,3,6,5,197.0,3,3,5,3,1,6,864.0,1,0.0,325.0,1189.0,5,1,4,1189,0,0,1.0,0.0,2,0,2,1,3,4,7,0,0,2,2.0,392.0,3,3,3,0,122,0,0,0,0,0,0,4,11.986049221552207,0,0,0,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
906230020,2787,269500,65.0,7939,4,3,7,5,23.0,3,3,5,3,1,6,820.0,1,0.0,348.0,1168.0,5,1,4,1168,1619,0,2.0,0.0,4,2,6,2,3,8,7,2,3,3,4.0,820.0,3,3,3,312,0,0,0,0,0,0,0,10,12.504323669331187,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
528218060,1456,170440,65.0,10237,4,3,6,5,0.0,4,3,4,3,1,1,0.0,1,0.0,728.0,728.0,5,1,4,728,728,0,0.0,0.0,2,1,3,1,4,8,7,1,4,3,2.0,390.0,3,3,3,0,24,0,0,0,0,0,0,2,12.046138607613848,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906380040,1651,246500,66.0,10235,3,3,8,5,306.0,4,3,4,3,3,1,0.0,1,0.0,1643.0,1643.0,5,1,4,1651,0,0,0.0,0.0,2,0,3,1,4,7,7,1,4,2,3.0,870.0,3,3,3,192,64,0,0,0,0,0,0,9,12.41511727246488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
528228360,1511,246990,65.0,2938,4,3,7,5,40.0,4,3,4,3,3,6,1038.0,1,0.0,330.0,1368.0,5,1,4,1511,0,0,1.0,0.0,2,0,2,1,4,5,7,1,3,3,2.0,398.0,3,3,3,130,30,0,0,0,0,0,0,5,12.417103128960582,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532377130,1144,131400,80.0,10000,4,3,5,6,0.0,3,3,3,3,1,4,594.0,1,0.0,270.0,864.0,5,1,4,1144,0,0,1.0,0.0,1,0,3,1,3,6,7,1,3,2,1.0,264.0,3,3,3,165,0,0,0,0,0,2,400,3,11.786001385032646,0,1,0,48,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
527256040,2042,455000,81.0,13870,3,3,10,5,250.0,5,3,5,3,4,6,1152.0,1,0.0,590.0,1742.0,5,1,4,2042,0,0,1.0,0.0,2,0,3,1,5,8,7,1,4,3,3.0,724.0,3,3,3,240,52,0,0,174,0,0,0,10,13.028052697933088,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
903400030,816,109000,50.0,11672,2,3,5,5,0.0,3,3,3,3,1,1,0.0,1,0.0,816.0,816.0,3,1,3,816,0,0,0.0,0.0,1,0,2,1,3,4,7,0,0,1,1.0,210.0,2,2,1,168,0,112,0,0,0,0,0,7,11.59910316121128,0,0,0,81,56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535453200,1148,132500,70.0,7931,4,3,5,5,0.0,3,3,3,3,1,4,1148.0,1,0.0,0.0,1148.0,3,1,4,1148,0,0,1.0,0.0,1,0,3,1,3,6,7,0,0,1,1.0,672.0,3,3,3,0,0,0,0,0,0,4,0,7,11.794337924408412,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
528240080,1936,230500,106.0,11194,3,3,8,5,40.0,4,3,4,3,1,1,0.0,1,0.0,1406.0,1406.0,5,1,4,1454,482,0,0.0,0.0,2,1,3,1,4,7,7,1,3,2,2.0,504.0,3,3,3,188,124,0,0,0,0,0,0,11,12.34800614141884,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534476320,1050,128900,80.0,9600,4,3,5,6,0.0,3,3,3,3,1,3,504.0,1,0.0,546.0,1050.0,4,1,4,1050,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,1,1.0,338.0,3,3,3,0,0,0,0,0,0,0,0,6,11.766792188927278,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902125080,1605,107400,60.0,5790,4,3,3,6,0.0,4,4,2,3,1,1,0.0,1,0.0,840.0,840.0,4,0,4,840,765,0,0.0,0.0,2,0,3,2,3,8,7,0,0,1,1.0,379.0,3,3,3,0,0,202,0,0,0,0,0,5,11.5843154610569,0,0,0,95,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
528327010,2855,405000,65.0,9233,3,3,9,5,877.0,4,3,5,3,3,6,1182.0,1,0.0,358.0,1540.0,5,1,4,1540,1315,0,1.0,0.0,2,1,4,1,5,9,7,1,3,2,3.0,774.0,3,3,3,247,55,0,0,0,0,0,0,3,12.911642346088676,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916455070,1296,220000,65.0,6853,3,3,8,5,136.0,4,3,5,3,1,6,1005.0,1,0.0,262.0,1267.0,5,1,4,1296,0,0,1.0,0.0,2,0,2,1,4,6,7,0,0,3,2.0,471.0,3,3,3,192,25,0,0,0,0,0,0,6,12.301382825334498,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535350030,1086,144900,85.0,10200,4,3,5,7,104.0,3,3,3,3,1,5,320.0,4,362.0,404.0,1086.0,4,1,4,1086,0,0,1.0,0.0,1,0,3,1,3,6,7,0,0,1,2.0,490.0,3,3,3,0,0,0,0,0,0,2,0,5,11.883799128308771,0,0,0,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
905226170,1176,137000,85.0,13770,4,3,5,6,340.0,3,3,3,3,2,3,190.0,4,873.0,95.0,1158.0,3,1,4,1176,0,0,1.0,0.0,1,0,3,1,3,6,7,2,4,1,1.0,303.0,3,3,3,0,0,0,0,0,0,0,0,10,11.827736204810265,0,1,0,49,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
528488140,1218,230348,62.0,7500,4,3,7,5,210.0,4,3,4,3,1,6,902.0,1,0.0,316.0,1218.0,5,1,4,1218,0,0,1.0,0.0,2,0,2,1,4,6,7,0,0,3,2.0,462.0,3,3,3,168,168,0,0,0,0,0,0,4,12.347346487886606,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
528228580,1500,246578,53.0,4045,4,3,7,5,45.0,4,3,4,3,3,6,1070.0,1,0.0,286.0,1356.0,5,1,4,1500,0,0,1.0,0.0,2,0,2,1,4,6,7,1,4,3,3.0,648.0,3,3,3,161,20,0,0,0,0,0,0,10,12.415433652431746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527453130,1456,149900,24.0,2280,4,3,6,6,0.0,3,3,3,3,1,5,514.0,1,0.0,341.0,855.0,3,1,4,855,601,0,0.0,0.0,2,1,3,1,4,6,7,1,3,1,2.0,440.0,3,3,3,173,0,0,0,0,0,0,0,6,11.917723684090689,0,0,0,35,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
534127210,1427,183000,65.0,11104,3,3,6,6,0.0,3,3,3,3,3,6,828.0,1,0.0,599.0,1427.0,4,1,4,1427,0,0,0.0,1.0,2,0,4,1,3,7,7,0,0,2,2.0,516.0,3,3,3,0,0,0,0,216,0,0,0,5,12.117241431823558,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
